mensagem,odio
acabar matar Bolsonaro país enojar,OFF
brasileiro USER trocho defender ladrão bandido político brasileiro pagar tro chá brasileiro,OFF
MINI PÃO VENCIDO TÁ EXIGINDO SEJAM ESSSCROTOS DESEJO DOENTIO MANIPULAR BAD VIBES CARALHO,OFF
USER Kkkkkkk oia GLOBOSTA MAFIA BANDIDA NAZISTA ASSASSINA CLICK BAIT KKKKKKK,OFF
34359não matefujo casa bosta apreciar paisagem matar,OFF
USER surpresa PROVAR canalha,OFF
USER USER srson uno oportunista llevan una Madrizas en rede sociales ya dejen mamar,OFF
Lixo jornaleco,OFF
burro,OFF
porra brasil porraaaaa,OFF
USER nome n osso pra ficar boca CADELA continuar falar eu princês nao atingir pra lembrar brilho OLEOSIDADE graças deus capim pra agradar VACA,OFF
Conseguí quebrar porra aparelho puta merda,OFF
USER chupar eggs,OFF
USER surgir mulher casado pra querer pra mendigo idéia jkkkkkk,OFF
tar merda tar quentinho USER,OFF
ver imprensa nacional descarado parcial Virou torcida arquibancada Patético aliás democrático URL,OFF
precisar dar pra q educação Brasil merda,OFF
daphe perceber tensão romântico doiskkkkkkk burrinho dms,OFF
noite preconceito importar deixar vida pessoal eu poder namorar robô tô respeito forçaçao barra galera usar criança dizer normal pesquisar levar criança pra clube dragquen mídia podre falar país dar playboy levar club stip pra gostar mulher adulto natural achar certo pq galera lgbtqyz ficar forçar criança propaganda querer revistinha ideólogia gênero escola quadrado vc querer forçar pro outro igual vcs pessoa respeitar gay trans acabar desrespeitar procurar coisa invadir espaço família tradicional,OFF
puede haya UN SOLO kiosco abierto hora en el maldito Barrioooo,OFF
USER USER USERpq perguntar comprometir lindo descrever vídeo conversar poder perguntar vcs ficar defender cara safado amor,OFF
cuzao sigo ss Thiago volta,OFF
USER caos Pobre,OFF
KKKKKKK ENCHI CU CAXASSAAAAA,OFF
cara ludo online so burro vtmnc,OFF
USER USER mar mt USER achar q USER USER oq i ficar falr saga crepusculo q si fude,OFF
Ta ter Lollapalooza rep festival rock in rio planeta atlânter decisãor lixo,OFF
gravar fogo vizinho fechar janela fiquei PUTA MERDA LENSAR Q TAVA GRAVANDO Q FDILJPDAUFA,OFF
USER desgraçar arrasar bolo menina mesmoooo kkkkk,OFF
USER cor cornao,OFF
USER USER USER USER pau ouvido,OFF
USER mamateiro parasita,OFF
USER odeio sentir lixo,OFF
kkkkkkkkkkkk video ver de ele ñ omo ñ rir concordar vc muito porcaria junto filme,OFF
USER USER USER He called feminazi in either his first or second comment I dismissed him at that point If you want to be taken seriously respect Your opponent He was tediously typical of his kind So I just Mocked him,OFF
USER controlar lary querer cena sexo putaria q livro,OFF
USER USER USER USER USER,NOT
USER bolsominion morar rua tar agradecer oq,OFF
vagabunda colocar UVA PASSA açaí pedir,OFF
USER USER Cara mongoloide foto cafona Ostentado comer governo lixo inflação comida virar artigo luxo,OFF
cansei ler crítica principalmente artista gênero popular resumir lixo sucesso ignorante elitismo cultural arrota virtuose verdade nojo pobre,OFF
USER Izabela ir chegar voadora peito rapariga lazarento,OFF
merdar merda porra vida contente sofrer amigo sofrer poder ajudar ajudar ridículo revoltante mato matar oportunidade aparecer ir morto,OFF
USER Eso otro tatequieto es tratarlo el Paraco es Álvaro Uribe es un Genocida,OFF
Si ese bullilero encerrar ese diputar parido cubre corrupto URL,OFF
suportar falsidade sério cara Insuportável lixo esquisito vida horrível sério to ódio absurdo olhar cara falsa,OFF
USEReu amar mulher USER ter ouvir arrasar USERele debochar USER falso Passando pano,OFF
pq único Met Gala querer q namorado Britney ser meter gala buceta de ela pra ficar grávido menina curar depressão,OFF
USER tar pra vcs jornalismo morrer,NOT
USER burrão mané,OFF
perdôo alguém passar limite trato pessoa igual merda indiferença nenhum peso consciência,OFF
lista longo precisar afastar jogar lixo história bozo zero morar dallagnol delegado juíz procurador vazajato doge barroso fux carmenlúcia toffoli Facchin trf4 inteiro Mourão heleno deputado senador golpista etc,OFF
velho video amigo orkut mandar screpp idiota screpps so copiar codigo colar orkuts mundo mesmo mensagem pergunta gostar video principalmente seduçao crepusculoUSER,OFF
gente achar avanço avanço gente esperar avançar pra caralho frente vc atuar desconhecer sentir efeito Governo USER vc rico familia abastar USER cuidar fome educação nenhum outro Tenha vergonha ofender bom presidente ver 30 ano vida,OFF
USER JA BOLSONARO USER BANDIDOS,OFF
USER Perfeito trabalho pro verme,OFF
USER USER USER chupar pija una cosa es madridista y otra es un asquerosoimbecil hacer comentario coñor pasa en la cabeza hermano,OFF
absurdo empresa lanche propaganda qualidade comida levantar bandeira usar criança gay criança Continuarei ir USER USER USER USER USER USER USER CRIANÇADA,OFF
USER Gabriella pq Gabriella SAPATAO puxar fole fi rapariga,OFF
to salvar garia foto galera bbb figurino hoje q simplesmente ridiculo foto perfeito,OFF
dóir separandomar lembrar primeiro episódio de eles fodar cagada esperar Monark entendir palavra consequência USER peitar bomba estar pra dia bom novamente,OFF
USERquem USER ieueu mar matareu MANDO ministroseu MANDO Federal rouboeu ir dominar Mundo oooo,OFF
USER Governador Bahia quebrar roubar dinheiro enviar respirador PICARETA,OFF
USER USER USER Ah perar cuar hablamos cristina eñ bigotudo pollerudo saltan AAAHH PERO MACRIII La doble moral Pelotuda feminazi venga hacer la Boluda,OFF
USER USER babaca,OFF
USER mortaaaaaao migo reunião pai vestido lacrador ver USER USER maravilindo,NOT
VAGABUNDOS,OFF
USER USER preparar pergunta idiota apologia idiota achar escroto certo assistar Flow trás pessoa incrível USER besto quadrar merecer cobrar fato isolar soma idiotice,OFF
ridículo USER acreditar legal deselegante total,OFF
USER inteligente nutelinhasr bulling símio Toma calmante passar,OFF
USER FAKE NEWS TSE Lixo,OFF
USER El estadista Wado Tocó un nervio la polentar terrible seca Tocó un nervio del escrotar,OFF
USER Brasileiro bando gente burro ignorante pra preconceito escrotroporra estar pleno seculo 21 humanidade evoluindosinceramente tanto problema pra preucupar monte criança fazer birrinha preucupar conta água luz q aumento invés ficar pensamento Homem primitivo,OFF
USER café arma pra defender ficar issitar violência ninguém merecer esfaquear cara ficar falar metralhar porrada la acabar acontecer,OFF
arreper mandar certo pessoa tomar cu,OFF
USER USER tar situação votar Bolsonaro USERkl Deus USER,OFF
Matou perpétuo,OFF
Tomara disgraçado esfaquear mito morra mau,OFF
pessoa nazi existir,OFF
USER ABAIXA PREÇO SORVETE CARALHO CORNETO TÁ QUASE 10 CONTO PORRA ABAIXA PORRA AI,OFF
achar ir fuder dnv,OFF
tenso ficar dar notícia pra família hj pqp,OFF
USER PALAVRAS NAO CREDIBILIDADE LADRÃO CORRUPTO EX PRESIDIÁRIO VAGABUNDO SAI RUA RATAZANA DEDOS VENHA ABRAÇAR VC AMAR VERME LIXO CÂNCER SOCIEDADE,OFF
USER estuprador nojento,OFF
Imagina tamanho bolha imbecilidade pessoa precisar viver pleno 2022 gente passar estar passar apoiar Bozoraro URL,OFF
Jamais receber centavo Empresas satânico envolver criança depravação merecer cristão,OFF
foda USER parabem,OFF
ir porcaria ninguém família pisar antro perdição,OFF
USER USER criança inocente,OFF
pessoa foder mh vjda mesmo,OFF
USER USER Comment ça UwU fils pute,OFF
USER vergonha achar impressionante lei de aqui favorecer vagabundo caso vagabundo tornar pai matar filha direito saidinha prisão perpétuo vagabundo acordar,OFF
USER USER USER USER esculachar USER neto escroto cérebro,OFF
merda propaganda mano usar criança pra merda,OFF
Anarquizá barbarizá dominar bixona deitar,OFF
USER USER Verdade valer Baba 40 ladrão né,NOT
ninguém entender finge enteder pra passar pano ninguém levar consideração aumento absurdo combustível aumento coisa acreditar ser ignorante cara,OFF
filha puta pedir pra colocar 177 180 arrombada lazarento pau cu caralho agr ir recarregar 267 pra ficar redondo cartão,OFF
evangélico puto kakakakakaka,OFF
USER Vingança último ambição velho cansado esgotar Terra querer luladr cínico tbm igual ingênuo achar sofrer vítima ser vítima grd FDP,OFF
fingir tô vontade matar merda fiz cabelo,OFF
USER USER USER USER ignorante n perca,OFF
carar colocar gordo capa perfazer,OFF
USER Ei caralho foder FILHA PUTA LINDA ENGRAÇADA GENTIL AUTOESTIMA macoeira good vibe energia incrível humor eh foda eh topzer top model vitória secreto,OFF
USER USER filho puta mintregar,OFF
USER tar passar filme globo 29122010 merda,OFF
USER aparecer q CE doUSERa FazeUSERda vc USER filho grita USER USER haver poi ver coUSERtroladora,OFF
USER USER ficar,NOT
realmente filme bosta,OFF
USER nazista USER pessoa simplesmente expressar mau expressar errar tar pagar achar foda monte gente defender bandido defender político ladrão defender gente ruim esculachar conta falar dever criticar dúvida saber nazista simplesmente expressar mau dever querer ter partido nazista extinguir Nazismo extinguir comunismo,OFF
USER pqp pancada canela vontade louco morrer,OFF
USER USER USER USER VERDAUSER ALUSERM USER USER PUSERSER APARECER USER USER USER USERS USER USER USER USER IDIOTA USER SIMPLESMENTE USER USER FICÇÃOUSER SEJA USER USER EXISTE USER USER USER USER USER USER USER CAUSA IMAGINAÇÃO USER USER USER USER USER USER USER USER MUDARIA USER USER PESSOA INVENTUSER LOBISOMENS USER USER USERS USER POSSUEM USER,OFF
quão patético tamanho degradação mental perguntar Imagine ironicamente apoiador Bolsonaro antro acreditar vilipendiar kkkkk pequeno cômico,OFF
USER USER USER n bastar reforçar racismo xenófobo pra puta q pariu diabo hipócrita,OFF
CUZAO MERDA inventar frase Querer mt piada URL,OFF
USER USER Ia falar lula livre ficar vergonha cara assaltar país achar jumento pra defender,OFF
cara achar conversar USER burro falar besteira situação sóbrio tbm muito maconha pra resolver,OFF
USER USER USER sulista lixo,OFF
Concordo USER dizer lobo besteira USER justificar Jacob lobisomem livro enfim USER cara USER colocar palavra precisar ouvir,NOT
rt USER mayara chato cr porra kkkkkkkkkkkkkk,OFF
USER USER USER Si gustar bien pero guste y ofenr lo si eso es lo inmamable y eso es una imbecil,OFF
picareta sujeito psicopata,OFF
USER Ô mulherzinha insuportável Monique Evans Cléo deixar seguir chato,OFF
maanesse kra USER FODASE AUSERLES USER USER USER,OFF
USER USER Hardware USER 54 USER USER comunista,OFF
justificativa advogado dever chamar prisão quase estar matar intenção meliante vagabur,OFF
USER ajudar pra caralho pa ir esperar off Season longo p acostumar split Spring,OFF
puta estudar trabalhar vagabunda viver festa papai mamãe banca iphone13 viagem ingresso pro Lolla caralho querer,OFF
mau edição mau elenco,OFF
USER USER chupar pica corno manso,OFF
USER cheguei conclusão feio gordo,OFF
merda gente tar fazer,OFF
merda reportagem,OFF
USER USER USER USER Carai mano tar pedir cdr karma pro suporte forte lvl1 vc tar saca,OFF
USER pobre otário votar bozo comer carne classe médio achar rico hoje comer frango passarinho carne moídao brasil ter exportar otário,OFF
porra cara político kkkkkkkkkk,OFF
algum mano on pra trocar nude conversar putaria chamar dm HASHTAG HASHTAG HASHTAG HASHTAG,OFF
so gordo achar corpo bonito nojor,OFF
ficor triste mundo USER pessoal produção triste USER mano USER puta potencial projeto legal pra krl n tankar merda falar mano cara tar flopado reerguer absurdo ter potencial pra crescer infelizmente bom USER palavra consequência triste clima pesar EP USER início gagueja USER ta ate tremer perna ansiedade merda hein velho,OFF
rt USER amor nascer gente viver doenteeee,NOT
pra fechar noite chave ouro alguém terminar foder carregador perfeito ameer,OFF
ser USER aproveitar fato ser investigar PGR lançar pedido asilo político EUA USER USER conseguir USER conseguir USER liberdade USERuar perdela completo USER EUA existir cultura liberdade lutar progressismo maldito,NOT
hackear Brother,NOT
q tirar cao casa,NOT
USER USER USER USER responder coerente contrário de esse moleque achar dono verdade comentário achar carreira USER tempestade copo dágua falar merda retratar caso bêbado medida ser justo caso estar abertamente apoiar atrocidade caso USER pioneiro podcast Brasil empregar muito gente particularmente acreditar cancelamento exagero,OFF
pobre diabokkkkkk URL,NOT
ficar puto q tar cantar junto n gente,OFF
USER ah Vtnc KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,OFF
USER Dar manar segurar pra mandar tomar cu pq mts curso militar tomar cu,OFF
globo emissora planeta ja bolsonaro considerar mau lider mundo combate virus,NOT
Imagina tristeza pai saber filho jogar corno fire,OFF
USER puto nostalgia Antiga vídeo hauahauahau,NOT
USER Confesso q gostar saga falar sentido USER USER cara ah gostar Jacobele homem real USER conto fada ñ USER conto fada caramba stephanie imaginação fértil USER USERMichelle,NOT
USER USER Porreta mulher internado tratamento psiquiátrico marido achar sã faculdade mental fato consumar história sentido algum descobrir absolutamente poder denegrir imagem vida pregresso moça mendigo duvido ir surgir podre,NOT
USER Brasileiro bicho estranho Telegram samba cara justiça justiça esporro reclamar pra pqp,OFF
sala cinema chameir Edward CORNO voz alto USER,OFF
USER 10 dia problema retardar,OFF
merda tar acontecer postinho,OFF
armação corja dessespero USER USER simples,OFF
desgraça vale fazer Vitima denovo q punir pesso lei ves USER fizerao,NOT
Esqueceu amar KKKKKKK USER COME MULHER OUTRO MARIDO TRATE USER KKKKKK,OFF
2 caminho USER Levar situação aprendizado futuramente voltar diferente plenamente consciente USER Seguir ignorância cagar pra afogar vazio esquecimento afundar vício,OFF
USER menina tomar cu,OFF
mensageiro Satan USER cair dia Ira chegar,OFF
to inveja foda tomar cu,OFF
mlk sério problema q odioooo,NOT
acabar apanhar denovo,OFF
merda vejor USER jogar costa de ele cara gostar pensar coisa trocar idéia oque pensar falar merda errar muito gente pegar problema incomodar baixar cabeça oportunidade brotar gente dedo culpa USER crescer assumir responsabilidade afinal levar político USER amigo ta dar descolada USER político ficar encher cara fumar receita pro desastre mesmo dirigir embreagar vc assumir risco dar merda USER USER USER esperar estar junto novamente afinal eleição mundo amansar esquecer,OFF
camisa PORRA filme JASHUAHSUAHSUHAUSHAUSHUAHSSBASAUSHUAHSUASASUAUSHUAHSUAHSUAHSUAHUSHAUSUAHSUAHSUAHSUHAUSHAUHSUAHSUAHSUAHSUHAUSA USER USER USER USER USER FALO USER TINHA PRA USERUSER VIREI FÃ USER MUUUUUUUITO USER,OFF
1 USER ta certo historia merda 2 gostar comente ficar queto olhar video de ele achar olhar comentário ficar bravo bola USER idiota USER USER inseto,OFF
USER USERUSER merecer pro limbo ficar calado perante merda bicicleta gordo imundo falar cúmplice,OFF
USER aliado armar cidadão indefeso canalha falar moralidade desarmamento mesmo,OFF
acabar criminoso bolsolixo,OFF
homem nojento desprezível,OFF
Tô pegar nojo Jojo poder falar normal USER gritar pra chamar atenção gostar de ela agr USER achar mandar aff pilha Luiza USER,OFF
presidente USER precisar adiantar mídia porcar querer derrubálo cair conversa fiar falar Bolsonaro mostrar infectar morto Corona USER ir aprender perdido 2022 Poderiam tomar vergonha cara jornalismo verdade achar mau bom dever mudar tática convencer valer pena falar Bolsonaro criticar detestar BOLSONARO 2022 USER USER falido,OFF
extremamente manipulador convincente típico paciente psiquiátrico,OFF
prefiro morrer tossir q morrer transar 4 filho Bolsonaro,OFF
bando covarde,OFF
Bglh ridicular querer vida pessoal,NOT
claro q dia ir chegar falar merda pra krl programa defender Nazista inaceitável,OFF
Falar respeitar preconceito realmente pro inferno né,OFF
USER USER PORRA USER USER USER PUTO USER VOCE HAHAAHHHAHAA FODÃAAAAAAAAO,OFF
USER certicimo gnt preguiçoso tratar jeito msm achar peitar,OFF
mutir deslike comercial continuar vergonha Brasil país preconceituoso amar video USER USER,NOT
USER USER acéfalo pra achar ngc de esse,OFF
USER gostar crepúsculo fodase rir USER,OFF
monark errar feio cancelar atentar comunismo Che USER Fidel USER USER Tbm governo totalitário genocida Pesquisem USER USER mandar fuzilar nazismo nascer PAIDO USER ALEMÃO história esconder gente,OFF
porrar cara defender caralho crepuslocrespuslo eo USER porra nao prestar pra nadae vcs fas pcsiquera par xingar Felipe oq pra vcsseu maozinha nervoso,OFF
capitão doido cagada muito cagar globo 1000 USER globo moral pra falar USER esperar pra q crime cruel q USER entregar,OFF
lance pra cartão imundo ladrão fuder desgraçar bacaca,OFF
USER caier máscara farsante,OFF
ninguém seguir religião discriminador preconceituoso religião ensinar ódio,OFF
caralho frase sentido,OFF
algum evolução criação homem ficar homem mulher ficar mulher haver diferença ligar homem ser ficar homem ter vagina poder haver continuar evolução concluir homem pênis mulher vagina fazer ficar junto excretor fazer posta prazer,OFF
USER USER USER mulher vergonha cara pra vir público defender pastor VUSERUSER ordinário Emparelharam MEC corja ladrão Governinho mrda sair prestar Damares vUSER valer bombinha estourar,OFF
USER insuportável pqp USER USER,OFF
USER USER opinião desmerecer várias pessoa lgbt religião ir supor vc cristã chegar dizer vergonha estimular criança ser cristãs crtz vcs tratar respeito aprendam colocar difícil,NOT
USER USERO USER USER USER USERA USER USER USER USER USER qVEM USER USER USER USER USER RAINHA USERS USER USER USER USER PINGO HUMILDADE,NOT
GALERA USER USER PATROSINADO FILIPE VEJAO 00 USER USER USER USER nerd parafernalha,NOT
USER USER morno puro imbecilidade,OFF
falar vista de elas oque LGBT saber respeitar vc respeitar ngmmorrer solução esperar ajudar estudar comentar merda,OFF
Odeio grito acordar jeito mandar puta q parir,OFF
USER USER sinto USER vida mediocre vazio pena educar USER prova q importar comentário responder en ofensa ehr procurar ajuda profissional educar ler viajar aprender coisa dia USER aprender amar cuidar garotinho,OFF
clima merdar ficar monark dizer,OFF
USER USER gente noção escrúpulo gente adorar meter vida vergonha de esse pessoa fã Carla,OFF
cê achar q trouxa olhar p cara,NOT
pov pensar q ter dar pessoa errar voltar flr cm começar flr Bosta KKKKKKK Vsfd,OFF
Bolsonarismo mau petismo,OFF
constituição ter rasgadamatar filhomata mãe pai regaliasfala serioo justiça brasileiro vergonha,OFF
engano parecir realidade reconhecer comercial astuto colocar abraço inocente kkkk parecer normal dicionário casal constituir macho fêmea lógico anuncio ai preconceituoso normal pessoa escolher homossexual existir prova científico mostrar indivíduo nasça gay mostrar gay feliz complexo trauma lar complicar Parem alterar original mundo porcaria imaginar família totalmente disfuncional,OFF
faltar professor trazer estudo Holodomor USER mesmo merda NaziFacismo,OFF
USER imbecilidade criatura limite,OFF
vejor comentário medíocr bravateiro,OFF
USER vc roupa complexo vc sapatão falar vc metido prestar,OFF
USER roubar caruda USER vagabundo pra defender presidente fraco merda deixar acontecer pra eu tds USER estar preso morto,OFF
mulher pensadoesse mendigo bonito personal trainingvai passar peia,OFF
Assistam USER USER outro filmão tratar tema USER Monark burro,OFF
USER ir campeã burrar kkkkfiquei triste sair USER USER ter chance agredir USER amar USER maravilhoso pra eu manoor,OFF
USER USER exército,NOT
discurso lir senador kátia abreu parabéns hipocrisia,NOT
USER nao vida peido capettaaakkkkkkkkk,OFF
foda to triste acordar menstruar ta chover frio pra caralho so pq hoje festa URL,OFF
eleitor Bozoasno comentário defecar boca kkk USER AMO,OFF
qm bunda mole q quotar c Priv nao coragem mostrar cara ein ein URL,OFF
Ei USER USER USER Site USER USER USER USER USER USER USER USER Curtirem Porrada USER USER USER USER USER USER USER USER USER USER banheiro USER USER USER USER USER USER USER USER Celular USER 80359941,NOT
burro auge cancelamento Internet falar muito besteira custar caro dever parar exagerar droga álcool escutar bom assessoria defender nazismo pra justificar vista inaceitável,OFF
Avee puta ranço mdsss,OFF
USER mandar esfaquear Bolsonaro kkkkkkkkkkkk,NOT
USER filho de ele corrupto,OFF
Estressei ir pra puta parir,OFF
sensação horrível puta merda,OFF
q odio mlk tomar q fodar mt arrombado desgraçar,OFF
USER USER USER BURRAeu USER to flaUSERdo video felipeUSEReto to flaUSERdo PUTA COMENTARIO USER USER flar mau alguem primero apreUSERde ler USER USER pq USER USER pra freUSERte,OFF
USER comercial,NOT
HASHTAG cara pau imoral canalha defensor bandido,OFF
maçonaria satanico boneco fantoche kkkkkk vcs enganar ninguém ventríloquos bode derrotar kkkkkk otario fdps,OFF
volta aula foder maneiro,OFF
deslike vídeo fácil comprar USER fácil boicotar Apple USER USER USERUSER USER USER USER Google youtube vcs comentar Google tar Microsoft USER USER vario empresa apoiar casamento gay crentalha destilar veneno USER USER kkk Parabéns USER 3,OFF
clima bosta ficar,OFF
USER USER USER USER USER ée IdiotaaBicha USER USER,OFF
Olhem vlog akii USER foda watchvVSyKjojMQuU ehr video pq ehr vlog,OFF
USER USER MACHANDISE QUIXOS BURRA,OFF
USER USER Almenos iniciar nazismo Alemanha exatamente USER defender der direito expressar disseminar ideia idiota de eles ganhar USER USER força calar voz oUSER USER ta sofrer comparar ir sofrer caso merda ser pra frente bêbado pUSER USER sóbrio continuar arrepender MERDA USER USER falar agradecer cancelamento pUSER USER poder presor,OFF
6186361862618596185861857618566185561861aprenda sair matrixganhe dinheiro razoáveladquiro algum propriedade afastadagaste certo pesquisar estudandosequestre depósito porra bom genesestuprea quebrartenha filhosavalie piranha fielse descartear criar filho sozinho amamentálos,OFF
USER bom fracassar miseravelmente,OFF
cara ter juízo sair candidato deputado torcer Bolsonaro ganhar USER ter misericórdia de ele USER,OFF
USER dividir dinheiro publico matador aluguel atravez Rachadinha,NOT
detalhista né ar esfumaçar bom kkkkkk USER imaginar perfume de esse transar loucamente carro fechar,NOT
USER complementar ficar claro ridículo mentir criar briguinha ser fã Camila C,OFF
USER gostar crepusculo ter 10 ano USER 13 achar q imbecil mundo,OFF
morrer muito gente muito gente morrer morrer pensar bolsominiuns,OFF
sentido slender man retardado pro floresta noite procurar droga pagina diario retardado fico colocar floresta USER,OFF
USER USER USER USER USER CRIAR IDIOTAS,OFF
Imoraiscovardesvcs contramão Deusindo crioude Deus zombaDeus USER fogo consumidornão brinquar Deus nãoquer gay ser casaninguém haver escolhasagora criança falar saberexiste tudodeixa criança crescer descobrir mesmasvcs apologia homossexualidade gay Imoralcrime,OFF
USER cara doente arreper voto,OFF
Toma vergonha rosto procurar,OFF
plobema USER falar muito merda,OFF
manifestação recado corrupção nocivo covid19 morar traidor decepção morar covarde USER errar cúmplice depoimento pra amigo delegar falsamente amparar ministro fdp careca acompanhar 4 advogado bandido famoso clima festivo pizza tocar globo Escolheram errar pata enganat população USER,OFF
bando SAFADOS USER USER DINHEIRO USER USER MUQUIRANAS OLHA USER AVISAR HORA USER USER USER USER FAÇAM USER QUERUSER QUUSER USER QUERUSER USUSER USER RESPEITO USER USER USER USER,OFF
USER estudar mano pqp quanto besteira falar merda,OFF
Bunitao durmir jojo sair cozinha escrar cozinha,NOT
SURRA MILHÕES LARA ser deixar bostinha chão HASHTAG,OFF
USER USER d cama kkkkkkkkkkkkkkkkkkkkkkkkkkkkk,OFF
kkkkkkkkkkkkk eh p foder velho fdp URL,OFF
ladrão fdp,OFF
USER ver filme kkk AUSERho USER USER USER apaixonar vampirinho gay,OFF
USER Militar acusar Haddad kit gay condenar 12 ano distribuir pornografia infantil URL,NOT
merda viar,OFF
USER bichona URL,OFF
USER filho kkkk,NOT
ir aceitar falar comigo ir briga feio,NOT
USER BOLSONARO TOMAR CU URL,OFF
USER Ué gol recente retardado,OFF
USER USER surpresa eleger inútil único fazer 30 ano vida público colocar família parasita política elogiar torturador miliciano claro esquecer crime PT Brasileiro pastar,OFF
ENVENENAR palavra veneno USER mostrar respeito criança vc dever procurar tbm,NOT
USER nojento pessoa preconceituoso,NOT
Facada ter levar tiro,OFF
imprensa sujo,OFF
Merda comercial homofóbico existir naturalidade criatura vivente Querer ensinar criança destratar ninguém querer ensinar normal natural homem casar homem mulher mulher inaceitável família filho expor criança crescer tomar decisão ser errar aprender natural plantar semente venenoso mente de ela,OFF
rt USER USER USER perguntar idiota claro q estar Morodeltan lavajato sr q,OFF
cristão pessoa amorma pessoa sexo amar julgar impura pecaminosasvocês hipócrita nojento,OFF
filho dia tar mana gay usar bala upa descartar lixo direito usar seringa usar pra injetar droga felizmente cidadã ignorar vagabundo URL,OFF
achar cara mala achar ser noção USER merecer continuar sucesso ai vcs Flow,OFF
ir falar verdade nao gostar crepusculo nao q achar filme merda la vampiro moderno q USER lobiUSERmem isUSER nao USER estragar cultura tambem estragar futuro criança USERnhar dracular vizinho ano achar q brilhar Alem crepusculo 1 milhao semana alem americano propaganda ir concoradar q robert patinUSERn USER USER muçher escolher,OFF
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER esperar q vc dormir rola grosso rabo,OFF
USER governo Evangelicos governo Corruptos governo Criminosos governo Irresponsaveis governo Bandidos governo psicopata,OFF
USER vc trouxa,OFF
USER Véi cara ficar feliz levantar pra foto Linna cara insuportável babaca Arthur sair d,OFF
HAHAHAH mau explicar teoria vampiro lobisomem huahauhauhauhau USER PROBLEMINHA Filmes adolescente perequita começar coçar,OFF
cara louco descrição fiquei enjoar coitado de esse cara descrição nojentar,OFF
USER USER ir perder mentira demagógico barato,OFF
ir mandar pra pqp KKKKKKKKKKKKK USER ir aplaudir,OFF
USER USER monstro atrever falar palavra Deus Escroto genocidar,OFF
USER USER esgoto lixo beneficiar publicidade governo federal USER canalha,OFF
dia sociedade medíocre viver perder origenssua Fé infelizmente q ser aceitar sociedade preferir juntar compartilhar q Deusonde valoresComo ser futuro filhosVC achar normal homosexualismo ser dar continuidade origem claro q refirar prática deixar Deus homem mulher USER em isso,OFF
HASHTAG nao refugiado oriente médio pra k cara nao sao burro,OFF
USER USER slk maluco dizer ter falar merda pedir desculpa maconheiro falar merda reencarnação Hitler totalmente desnecessário caguar andar USER ficar nazista nazista causa mudar literalmente sociedade alarde Caguei andar assistar deriva,OFF
USER mau edição,OFF
USER merda respeito,OFF
USER comercial super ofensivo homem exalar amor publicamente dever crime olho ate doer assistir cena sentir verdadeiramente ofender ousadia insistencia quebra familia tradicional horrer vergonha dizer ofensa péssima influencia jovem navegar Internet acabar cair video provavelmente irao virar gay USER pensar jeitinho brasileiro sinceramente dizer sentido brasileiro tao burro preconceituoso imbecil Caralho porrar imundo nao aceitar diferença direito opiniao rejeitar considerar adverso erro poder cometer cara Injusto vejor injustiço começar presidenta continuar,OFF
USER filho kkkkk idiota finger kkkkk,OFF
nojo de esse imundície esperar ser boicotar,OFF
USER comprar USER devolver acesso conta Alguém entrar alterar email conseguir entrar atendimento telefônico lixo segurança idem Trabalho esperar Aguardo,OFF
To achar feio gordo ficor feliz crush chamar pra sair semana,OFF
USER USER tomar cu,OFF
USER Ladrão desgraçado hipócrita inferno pras rua bandido,OFF
dar mó treta epoca,NOT
atiçar pra caralho transar lema,OFF
USER tradicional brasileira USER,NOT
USER muito cara pau,NOT
vergonha,NOT
USER Crlh foda jogar igualzinho pai,OFF
USER colocar mau Brasil pobre vc pare mimimi,OFF
repórter organização podre Globo Foice SPUSERPiauí bosta encarar reporterzinho ficar ai máscara Criem vergonha passar traidor rolo compressor recado dado Entendam quiser principalmente senhor STF USER respeitar constituição encarar rua,OFF
USER ir ler constituição cara incrível pedir pra fechar STF cúmulo burrice realmente funcionar democracia,OFF
Tida mulher real Ser gordo magro alto baixo pretabranca feio bonito mulher real mulher real,NOT
pra depor ficar silencio putaria,OFF
ai tomar cu juiz safado porra,OFF
filho de ele merda discurso mídia comprar choro nhonho,OFF
vergonha propaganda podre hambúrguer podre,OFF
USER USER USER BUSCAR LUZ,NOT
31 segundo 2 mulher 2 homem abraçar ser mencionar namorado USER TA FAZENDO ALARDE USER mundo tomar c af,OFF
maconha tar acabar neurônio cara falar merda,OFF
USER USER USER USER fato reparar comportamento torcida racional organizar expressar melhor comadr gente emotivo educação analfabeto Jade adolescente burrinho reparar,OFF
USER meme agonia caralho,OFF
cara conseguir cara pau USER primeiro 30 segundo,OFF
USER entender burro,OFF
USER ver pessoa tirar vida pessoa 10 ano ta passear rua vergonha Brasil USER USER JUSTIÇA USER 50 ano fechar USER,OFF
Cliche winx cgi ruim pior arma sao lgl anime personagem chato historia merda n achar nd mt Memoravel alem arma especificamente foice espada mina ruivo estranho,OFF
USER USER ficar campanha pra negativar video promover boicote empresa homofobia gay ser gay,NOT
